Image_ID,class,confidence,ymin,xmin,ymax,xmax
id_2v40bfhybf.jpg,Trophozoite,1.0,658,365,688,405
id_4rut0xcvto.jpg,NEG,1.0,0,0,0,0
id_okva4xz4nj.jpg,Trophozoite,1.0,182,1549,218,1585
id_xcv8hacv2o.jpg,WBC,1.0,327,1186,389,1248
id_6t3jc3jcbq.jpg,Trophozoite,1.0,1871,1569,1987,1691
id_wr1bsozdoh.jpg,Trophozoite,1.0,1639,1646,1718,1744
id_ef0jw5a0zi.jpg,Trophozoite,1.0,1670,1052,1765,1195
id_69tmhfv0lu.jpg,WBC,1.0,201,982,263,1039
id_zr4uyveglu.jpg,Trophozoite,1.0,851,1765,957,1855
id_7c46h00wjj.jpg,NEG,1.0,0,0,0,0
id_rdy8ijad2a.jpg,WBC,1.0,943,592,1055,662
id_ixxqgodncy.jpg,Trophozoite,1.0,92,1560,118,1590
id_qcgac2hzwm.jpg,WBC,1.0,393,1744,455,1791
id_55a6sf8hbe.jpg,WBC,1.0,742,1417,808,1483
id_6qr9x3f384.jpg,Trophozoite,1.0,639,473,673,505
id_wbxjec4uq4.jpg,Trophozoite,1.0,129,1035,168,1062
id_ulanlfsxbd.jpg,Trophozoite,1.0,530,371,570,415
id_a1jdwsbpyl.jpg,Trophozoite,1.0,1749,804,1884,888
id_dg0icorzno.jpg,Trophozoite,1.0,783,560,821,594
id_ffc6hl3147.jpg,Trophozoite,1.0,83,361,119,393
id_2gp13u7qvy.jpg,Trophozoite,1.0,1754,2167,1860,2267
id_re74wr6nyy.jpg,Trophozoite,1.0,96,1328,126,1358
id_ulanlfsxbd.jpg,WBC,1.0,78,1494,163,1581
id_bu04j7jxbr.jpg,Trophozoite,1.0,426,397,473,437
id_g9j9rxm05s.jpg,Trophozoite,1.0,956,861,992,886
id_19lavqwwve.jpg,Trophozoite,1.0,85,579,119,617
id_r90wmxlo7g.jpg,Trophozoite,1.0,2167,3609,2257,3699
id_k31xcsf57u.jpg,Trophozoite,1.0,1847,2161,1942,2252
id_3dvqhi5yc2.jpg,Trophozoite,1.0,2357,2574,2452,2680
id_4p97xqczln.jpg,Trophozoite,1.0,575,1273,615,1311
id_6r4u8vcjay.jpg,WBC,1.0,547,271,608,333
id_zdg96srigj.jpg,Trophozoite,1.0,115,785,151,817
id_is6qvm3hoj.jpg,WBC,1.0,833,511,882,572
id_ezd6x40fd0.jpg,WBC,1.0,463,1137,531,1222
id_5vugns5i4r.jpg,Trophozoite,1.0,358,698,384,724
id_7v191des6a.jpg,Trophozoite,1.0,2094,2165,2231,2280
id_uin77hhkwi.jpg,Trophozoite,1.0,1771,875,1869,984
id_7l5fy1nin2.jpg,Trophozoite,1.0,908,1451,942,1487
id_kmh7ea7qta.jpg,WBC,1.0,594,825,660,872
id_9ynomawl38.jpg,WBC,1.0,121,1317,227,1393
id_138trbgjle.jpg,Trophozoite,1.0,1311,1749,1422,1834
id_glyh3dol96.jpg,Trophozoite,1.0,157,517,190,547
id_cm79arin5l.jpg,WBC,1.0,1326,1823,1500,1982
id_e5rea6wgy6.jpg,Trophozoite,1.0,134,263,174,297
id_vqxavxbgqv.jpg,Trophozoite,1.0,883,881,921,925
id_1kx1qtnqf6.jpg,WBC,1.0,2034,2663,2251,2859
id_k061rd9uty.jpg,Trophozoite,1.0,229,1012,263,1040
id_tdb81ada4s.jpg,WBC,1.0,2013,1723,2256,1961
id_fmofpxvw0i.jpg,Trophozoite,1.0,274,1587,306,1613
id_641yuyjn1f.jpg,Trophozoite,1.0,864,467,900,503
id_ns0ww9t3ju.jpg,WBC,1.0,533,857,607,927
id_sv9q2kedlr.jpg,Trophozoite,1.0,834,1010,866,1038
id_o6g0y0lypq.jpg,NEG,1.0,0,0,0,0
id_fvt1r4srx5.jpg,Trophozoite,1.0,244,1354,286,1390
id_b9i2zz9yug.jpg,WBC,1.0,208,1292,263,1339
id_wq2owxeg15.jpg,Trophozoite,1.0,605,1275,637,1309
id_mty3c1iqq1.jpg,Trophozoite,1.0,5,1645,76,1749
id_c85ykg3uy2.jpg,WBC,1.0,30,866,108,944
id_7zzh2ff8h1.jpg,Trophozoite,1.0,280,859,316,891
id_et3df5wqcz.jpg,Trophozoite,1.0,645,588,714,668
id_99dqny1a0l.jpg,WBC,1.0,685,1731,740,1826
id_m52amtpkzq.jpg,WBC,1.0,993,460,1204,687
id_ch6r0g46fr.jpg,WBC,1.0,1559,2653,1744,2801
id_warx3mh4mf.jpg,WBC,1.0,987,707,1065,786
id_f42a2gqph2.jpg,Trophozoite,1.0,271,1288,297,1314
id_wd51nh9072.jpg,Trophozoite,1.0,849,825,883,857
id_5bbz3srksa.jpg,WBC,1.0,685,1695,738,1748
id_4cotsn0obm.jpg,Trophozoite,1.0,295,1173,323,1205
id_crenkaw87t.jpg,WBC,1.0,191,1672,257,1740
id_1la6dmk7pp.jpg,WBC,1.0,757,1065,812,1156
id_pq06urws67.jpg,Trophozoite,1.0,556,936,582,958
id_nk6b8hdvu3.jpg,Trophozoite,1.0,190,1073,285,1179
id_vdchlkv6hv.jpg,WBC,1.0,760,660,832,734
id_8aq7cnhtl5.jpg,Trophozoite,1.0,668,501,706,531
id_tbe6fmgu8x.jpg,WBC,1.0,636,632,693,693
id_6kxxaxsy7s.jpg,Trophozoite,1.0,870,1076,898,1112
id_5bvosl2pau.jpg,Trophozoite,1.0,691,2344,772,2425
id_v7a1nqldvn.jpg,Trophozoite,1.0,2813,1403,2918,1501
id_rjjkcsmkbh.jpg,Trophozoite,1.0,1083,2621,1236,2732
id_uyfm1e4bul.jpg,WBC,1.0,280,359,337,414
id_6qo914wzmz.jpg,Trophozoite,1.0,823,793,861,825
id_1b9vlj7csf.jpg,WBC,1.0,164,3799,365,3968
id_f56uxwa2ey.jpg,Trophozoite,1.0,917,885,953,917
id_l0tm7il1xn.jpg,WBC,1.0,136,1059,195,1127
id_6fbhkyv1rd.jpg,Trophozoite,1.0,2055,1843,2150,1927
id_ie9392cr9c.jpg,WBC,1.0,651,925,729,989
id_p5cwsp3ed1.jpg,WBC,1.0,755,1685,834,1751
id_geau0p533v.jpg,Trophozoite,1.0,115,933,149,971
id_nfscssxd2u.jpg,Trophozoite,1.0,847,1010,877,1046
id_eb4ghgzugp.jpg,Trophozoite,1.0,367,284,403,320
id_wczc5k3dwj.jpg,Trophozoite,1.0,1266,666,1358,768
id_9ctex4nrc1.jpg,Trophozoite,1.0,196,2768,285,2861
id_ssc5cizh06.jpg,WBC,1.0,513,1010,568,1069
id_r3qk3gs23y.jpg,Trophozoite,1.0,70,1178,100,1210
id_szvd392zit.jpg,WBC,1.0,723,401,789,452
id_5bbz3srksa.jpg,Trophozoite,1.0,358,825,400,872
id_0fdars2kkw.jpg,Trophozoite,1.0,706,1107,750,1149
id_8og9rd87b0.jpg,Trophozoite,1.0,700,448,738,478
id_4wkzpeu6or.jpg,Trophozoite,1.0,1342,481,1469,597
id_48b1s36zmc.jpg,Trophozoite,1.0,482,1351,508,1381
id_h8qqp0ylyo.jpg,WBC,1.0,1379,2077,1569,2294
id_5r1k5g43dg.jpg,WBC,1.0,794,1137,860,1205
id_yd3tmwvvgu.jpg,Trophozoite,1.0,13,1184,45,1228
id_3rrbg84f29.jpg,WBC,1.0,931,779,999,851
id_nu7ub5zz1u.jpg,NEG,1.0,0,0,0,0
id_ugc3d0uqrm.jpg,Trophozoite,1.0,535,902,575,938
id_bt2zp2gbmn.jpg,WBC,1.0,242,696,304,751
id_idjqlz4ppb.jpg,WBC,1.0,502,3477,666,3636
id_2rtwh0u17x.jpg,Trophozoite,1.0,895,1453,931,1481
id_r90wmxlo7g.jpg,Trophozoite,1.0,608,2410,730,2521
id_ks4su5m3hj.jpg,Trophozoite,1.0,615,967,653,1009
id_jjl4az6opt.jpg,Trophozoite,1.0,518,629,618,714
id_18zr61kc0a.jpg,Trophozoite,1.0,1691,3731,1791,3831
id_k061rd9uty.jpg,Trophozoite,1.0,585,1508,627,1544
id_cg82fmj278.jpg,WBC,1.0,768,259,827,323
id_n9bbcos7p2.jpg,WBC,1.0,348,1374,460,1486
id_2ngng2qenk.jpg,Trophozoite,1.0,938,997,976,1031
id_101k9uxexv.jpg,WBC,1.0,853,1073,921,1152
id_4y1b6jhgue.jpg,Trophozoite,1.0,1517,2124,1628,2219
id_a2myf5oy8r.jpg,Trophozoite,1.0,267,1252,295,1282
id_by6e6shi2z.jpg,WBC,1.0,11,340,75,397
id_unbxbat1t9.jpg,Trophozoite,1.0,431,1095,459,1127
id_hczakz2ht6.jpg,Trophozoite,1.0,248,645,286,679
id_rmwz6ce1dd.jpg,Trophozoite,1.0,497,1670,531,1702
id_sin11o52ho.jpg,Trophozoite,1.0,662,1283,688,1309
id_d7pd07ec8m.jpg,WBC,1.0,581,469,642,530
id_4p9ymf6p3s.jpg,Trophozoite,1.0,115,945,150,978
id_ykdw2stt19.jpg,Trophozoite,1.0,1834,1332,1950,1438
id_e23dyybn4a.jpg,Trophozoite,1.0,2711,2145,2817,2235
id_gjkbres5x6.jpg,Trophozoite,1.0,545,870,579,912
id_9t9vkxsw2v.jpg,WBC,1.0,1205,1104,1401,1284
id_nl3aeas2wu.jpg,Trophozoite,1.0,2463,1400,2558,1474
id_b1z4o0mupl.jpg,Trophozoite,1.0,166,579,204,611
id_i5tsin8ztt.jpg,WBC,1.0,178,1112,252,1195
id_pmq1hu1e71.jpg,Trophozoite,1.0,533,899,580,946
id_7fd9tfijwa.jpg,Trophozoite,1.0,271,1226,307,1258
id_ki6qkk13sm.jpg,Trophozoite,1.0,698,1615,747,1660
id_9c48ivvo8u.jpg,WBC,1.0,647,1071,734,1149
id_yd3tmwvvgu.jpg,Trophozoite,1.0,726,271,751,305
id_wbw8heo1g4.jpg,WBC,1.0,880,1330,933,1391
id_rdy8ijad2a.jpg,Trophozoite,1.0,89,770,129,810
id_wij48tbsif.jpg,Trophozoite,1.0,712,726,796,803
id_dybaweybco.jpg,WBC,1.0,934,1481,998,1555
id_3l42ck1ho6.jpg,Trophozoite,1.0,1591,264,1713,386
id_3wnymfzd89.jpg,Trophozoite,1.0,756,1538,888,1638
id_9v4gg6m7bx.jpg,WBC,1.0,85,3186,312,3413
id_i7nitsscaw.jpg,WBC,1.0,753,1292,827,1381
id_os8jopl2gg.jpg,Trophozoite,1.0,611,613,651,647
id_1xpbtfb4xh.jpg,Trophozoite,1.0,21,872,51,902
id_664s1z4rww.jpg,WBC,1.0,405,1636,466,1695
id_fe3rxq4495.jpg,Trophozoite,1.0,628,893,677,927
id_20lexlrojc.jpg,Trophozoite,1.0,713,1614,745,1646
id_z69tezcerd.jpg,Trophozoite,1.0,115,2170,241,2279
id_9x09ltbdkc.jpg,WBC,1.0,405,1311,469,1373
id_a5y9xgbbvh.jpg,Trophozoite,1.0,1052,1416,1158,1501
id_77yvo7djvx.jpg,Trophozoite,1.0,1104,1797,1194,1876
id_b58t3ex2zx.jpg,NEG,1.0,0,0,0,0
id_p7gbkw6fac.jpg,Trophozoite,1.0,146,1373,176,1403
id_mlpsjyacxs.jpg,Trophozoite,1.0,344,532,374,564
id_is6qvm3hoj.jpg,Trophozoite,1.0,51,626,79,656
id_ta824awk8u.jpg,Trophozoite,1.0,672,776,698,806
id_2wsz8etqq8.jpg,WBC,1.0,1522,1009,1770,1231
id_by6e6shi2z.jpg,Trophozoite,1.0,183,1144,221,1178
id_m0kwdfv3n8.jpg,Trophozoite,1.0,333,373,373,411
id_8daq3g3gjh.jpg,WBC,1.0,350,509,407,562
id_h0c7f93ooz.jpg,WBC,1.0,664,530,713,608
id_d9km9wq3gf.jpg,Trophozoite,1.0,1242,649,1309,716
id_tvzkxokqed.jpg,WBC,1.0,645,1631,721,1697
id_vdchlkv6hv.jpg,WBC,1.0,830,1020,911,1086
id_x8jabafqvn.jpg,WBC,1.0,397,1167,476,1246
id_9eocbjfxy5.jpg,Trophozoite,1.0,1517,2082,1633,2177
id_uahbj2v0w9.jpg,Trophozoite,1.0,647,569,679,607
id_e4124p2abl.jpg,Trophozoite,1.0,235,505,265,535
id_rqgxzhzly1.jpg,Trophozoite,1.0,260,380,293,417
id_ypw54gpn07.jpg,Trophozoite,1.0,1805,2334,1912,2441
id_p5cwsp3ed1.jpg,Trophozoite,1.0,613,1288,651,1322
id_yw1obkicmg.jpg,Trophozoite,1.0,645,2753,751,2843
id_bw1qg3osng.jpg,Trophozoite,1.0,941,375,1068,507
id_57a65wb4qc.jpg,Trophozoite,1.0,358,1183,382,1207
id_zw3ez6sob0.jpg,WBC,1.0,132,526,210,604
id_bu04j7jxbr.jpg,Trophozoite,1.0,757,953,804,981
id_gzxlbrjcqz.jpg,Trophozoite,1.0,180,1470,216,1506
id_zofc0rww9i.jpg,WBC,1.0,846,386,912,450
id_3xszhdulod.jpg,Trophozoite,1.0,590,813,635,857
id_q6m64eu8fz.jpg,Trophozoite,1.0,231,448,266,485
id_bhxgop8sch.jpg,WBC,1.0,1871,3604,2104,3958
id_z7s5bijjye.jpg,Trophozoite,1.0,138,1152,174,1190
id_i8qcpi8ey9.jpg,Trophozoite,1.0,640,869,673,898
id_qx3tpu72kt.jpg,Trophozoite,1.0,1036,1807,1152,1892
id_ov3tbiyre9.jpg,WBC,1.0,448,844,495,920
id_jewa1kipr1.jpg,Trophozoite,1.0,1010,1139,1052,1177
id_qx3tpu72kt.jpg,WBC,1.0,661,993,793,1099
id_m0kwdfv3n8.jpg,WBC,1.0,132,957,168,1001
id_bhxgop8sch.jpg,WBC,1.0,1009,365,1210,545
id_3t3uk40b2i.jpg,Trophozoite,1.0,265,1343,316,1383
id_138trbgjle.jpg,Trophozoite,1.0,1781,3889,1913,4000
id_du9knnffo5.jpg,Trophozoite,1.0,1554,296,1660,412
id_ui292hgdmi.jpg,Trophozoite,1.0,2441,3488,2557,3583
id_7tgo99b7gy.jpg,Trophozoite,1.0,967,912,997,944
id_4ff79j4gv4.jpg,Trophozoite,1.0,2522,656,2619,753
id_izmmd3tjlj.jpg,Trophozoite,1.0,1711,2295,1796,2400
id_obfhelw1kw.jpg,Trophozoite,1.0,271,1006,294,1036
id_p0uyhf1k5v.jpg,Trophozoite,1.0,1239,1829,1324,1908
id_2phbgf1x5m.jpg,Trophozoite,1.0,263,1394,299,1432
id_58rguqh8gv.jpg,Trophozoite,1.0,240,1587,274,1623
id_nl5asaffj8.jpg,Trophozoite,1.0,206,855,238,889
id_8daq3g3gjh.jpg,Trophozoite,1.0,541,793,577,840
id_mi1fi40efb.jpg,WBC,1.0,724,2278,962,2511
id_u2ushq95s3.jpg,WBC,1.0,359,1961,523,2167
id_xeuwa8b3u9.jpg,Trophozoite,1.0,469,291,509,321
id_8aq7cnhtl5.jpg,Trophozoite,1.0,76,1294,108,1322
id_tgpg2oujnz.jpg,Trophozoite,1.0,1622,1786,1749,1918
id_8rsxptmxkc.jpg,Trophozoite,1.0,1939,1004,2045,1094
id_jamycww4eq.jpg,Trophozoite,1.0,536,383,645,476
id_by6e6shi2z.jpg,WBC,1.0,951,416,1015,484
id_sv9q2kedlr.jpg,Trophozoite,1.0,168,333,206,361
id_nw02fw99a0.jpg,Trophozoite,1.0,282,1636,321,1684
id_m3jsa9zrml.jpg,NEG,1.0,0,0,0,0
id_uc2asw08il.jpg,Trophozoite,1.0,1427,2071,1533,2161
id_beb4eptdn4.jpg,WBC,1.0,757,1116,825,1177
id_iutwh8bfqo.jpg,Trophozoite,1.0,978,1296,1004,1322
id_48165276os.jpg,Trophozoite,1.0,2743,3208,2822,3293
id_1xpbtfb4xh.jpg,Trophozoite,1.0,278,1519,316,1557
id_n9alv46e3p.jpg,Trophozoite,1.0,2755,1722,2875,1831
id_jae11mzfte.jpg,Trophozoite,1.0,1534,2321,1626,2400
id_4hqzrht12t.jpg,Trophozoite,1.0,397,1078,429,1118
id_o8l2fgsn7v.jpg,Trophozoite,1.0,405,3192,525,3329
id_btfcsd8hls.jpg,Trophozoite,1.0,252,1345,284,1373
id_zg9jc73sf7.jpg,Trophozoite,1.0,533,1695,569,1737
id_jdell00c1g.jpg,Trophozoite,1.0,383,1979,514,2105
id_l12dc0d0er.jpg,Trophozoite,1.0,2320,1987,2415,2072
id_310rkvg7k4.jpg,Trophozoite,1.0,207,993,231,1021
id_4xe7v3uzb0.jpg,WBC,1.0,204,322,276,388
id_cv1oiyd7a2.jpg,Trophozoite,1.0,1389,641,1485,759
id_cv1oiyd7a2.jpg,Trophozoite,1.0,2154,2890,2244,2997
id_p90nleszgt.jpg,Trophozoite,1.0,692,2056,766,2141
id_ldsohwqw5s.jpg,Trophozoite,1.0,836,1207,866,1239
id_a22fkexa40.jpg,Trophozoite,1.0,1393,2980,1485,3051
id_tbop9cccoc.jpg,Trophozoite,1.0,354,864,384,900
id_hp91msxiz1.jpg,Trophozoite,1.0,1552,3526,1683,3646
id_kui520ruv4.jpg,NEG,1.0,0,0,0,0
id_5bvosl2pau.jpg,Trophozoite,1.0,1836,1434,1933,1526
id_m73mz74z8l.jpg,Trophozoite,1.0,641,1457,686,1497
id_9pbj5r74nc.jpg,Trophozoite,1.0,244,630,270,655
id_3p4w3wcgyz.jpg,Trophozoite,1.0,0,246,153,388
id_kr733n1tsu.jpg,Trophozoite,1.0,585,984,619,1020
id_d7gkp4j3jr.jpg,Trophozoite,1.0,1454,1726,1547,1799
id_v2jm47dges.jpg,WBC,1.0,558,494,609,562
id_b9qlq9zy3e.jpg,WBC,1.0,471,482,558,554
id_7yb76jlexx.jpg,Trophozoite,1.0,1612,1580,1718,1702
id_q5zllac1n2.jpg,Trophozoite,1.0,1124,1154,1200,1246
id_bykn68tsxt.jpg,Trophozoite,1.0,346,1235,382,1277
id_4fq8jiwxl0.jpg,WBC,1.0,2515,1131,2748,1348
id_vttvw22xt6.jpg,Trophozoite,1.0,392,602,422,628
id_2h7p6t9oua.jpg,Trophozoite,1.0,1147,3303,1221,3377
id_bt2zp2gbmn.jpg,Trophozoite,1.0,261,426,301,458
id_1la6dmk7pp.jpg,WBC,1.0,2,1313,47,1389
id_25tlcquo1x.jpg,WBC,1.0,1215,1881,1400,2087
id_a5vcx22lnz.jpg,WBC,1.0,550,16,724,190
id_7v191des6a.jpg,Trophozoite,1.0,612,3171,721,3308
id_ru4hal0k5c.jpg,WBC,1.0,1480,1696,1691,1934
id_vgp6tq0vsk.jpg,Trophozoite,1.0,929,2875,1038,2990
id_ivl68a0hxd.jpg,Trophozoite,1.0,2099,1323,2192,1427
id_5htn65347z.jpg,Trophozoite,1.0,28,456,60,494
id_gf10i90gho.jpg,Trophozoite,1.0,1720,3490,1809,3563
id_gz78c646yz.jpg,Trophozoite,1.0,321,1038,349,1075
id_fmofpxvw0i.jpg,WBC,1.0,840,1305,918,1383
id_i20oi7qcal.jpg,Trophozoite,1.0,723,1332,768,1362
id_x8jabafqvn.jpg,Trophozoite,1.0,456,407,490,445
id_spy5q9lu32.jpg,WBC,1.0,880,832,952,898
id_g53wol4m59.jpg,Trophozoite,1.0,2390,2196,2487,2277
id_gf10i90gho.jpg,Trophozoite,1.0,1182,2847,1267,2900
id_gtyf1219br.jpg,Trophozoite,1.0,62,1387,90,1415
id_is6qvm3hoj.jpg,Trophozoite,1.0,204,1370,232,1398
id_2oltn8avgm.jpg,WBC,1.0,231,1248,284,1309
id_bktdwmg4lm.jpg,WBC,1.0,1818,3023,2019,3266
id_tu8mibp371.jpg,Trophozoite,1.0,2454,1902,2569,2000
id_n5talfnmmk.jpg,Trophozoite,1.0,583,424,615,458
id_m3nl2z99tk.jpg,Trophozoite,1.0,632,624,668,660
id_rnp8fcintk.jpg,WBC,1.0,16,1707,111,1918
id_ktdlh7cwmo.jpg,Trophozoite,1.0,361,692,408,739
id_tdb81ada4s.jpg,WBC,1.0,1638,2854,1844,3065
id_k31xcsf57u.jpg,Trophozoite,1.0,1561,2272,1644,2340
id_624x39bg9o.jpg,Trophozoite,1.0,242,2373,332,2457
id_fhhizjazmr.jpg,Trophozoite,1.0,814,433,841,462
id_6nolb218pj.jpg,Trophozoite,1.0,1115,623,1213,708
id_d775p5yr30.jpg,WBC,1.0,409,1292,477,1339
id_wgvmmkfg6y.jpg,Trophozoite,1.0,681,1121,714,1158
id_44qx8w0k1s.jpg,Trophozoite,1.0,794,849,824,885
id_ms0oyf5nrp.jpg,WBC,1.0,1189,2426,1427,2764
id_310rkvg7k4.jpg,WBC,1.0,460,1148,515,1199
id_jvtgghb82r.jpg,NEG,1.0,0,0,0,0
id_a2xgyegvl4.jpg,Trophozoite,1.0,1542,3373,1668,3493
id_wczc5k3dwj.jpg,Trophozoite,1.0,1185,2085,1282,2166
id_82q3ero1ss.jpg,WBC,1.0,85,794,146,862
id_tbop9cccoc.jpg,Trophozoite,1.0,488,272,514,298
id_muei6t4km6.jpg,Trophozoite,1.0,328,528,423,644
id_tm9d3cl87f.jpg,Trophozoite,1.0,597,1083,713,1189
id_087dra2apu.jpg,Trophozoite,1.0,2252,2206,2354,2318
id_q6m64eu8fz.jpg,Trophozoite,1.0,341,636,376,677
id_mtpmujtq22.jpg,Trophozoite,1.0,1700,2460,1826,2586
id_ptywmrfb4s.jpg,Trophozoite,1.0,1566,1098,1668,1195
id_iutwh8bfqo.jpg,Trophozoite,1.0,452,393,478,423
id_nw02fw99a0.jpg,Trophozoite,1.0,596,432,627,462
id_p0uyhf1k5v.jpg,Trophozoite,1.0,1770,970,1875,1049
id_3xszhdulod.jpg,Trophozoite,1.0,409,980,437,1016
id_uhbqlk1fm0.jpg,Trophozoite,1.0,713,1107,747,1143
id_1xpbtfb4xh.jpg,Trophozoite,1.0,1033,734,1075,766
id_021o79u9zs.jpg,WBC,1.0,15,478,86,538
id_uin77hhkwi.jpg,Trophozoite,1.0,1055,3504,1170,3602
id_23rsmol80e.jpg,Trophozoite,1.0,2,802,44,836
id_988opam1qk.jpg,Trophozoite,1.0,1400,3197,1516,3308
id_by6e6shi2z.jpg,Trophozoite,1.0,282,1012,327,1052
id_m7lks6c0zq.jpg,Trophozoite,1.0,1727,984,1831,1093
id_k1opxd8t8q.jpg,Trophozoite,1.0,1088,2957,1214,3072
id_lcg2ls6e1w.jpg,Trophozoite,1.0,2105,1656,2242,1782
id_p90nleszgt.jpg,Trophozoite,1.0,957,341,1062,485
id_ytq3slqkjm.jpg,Trophozoite,1.0,316,1370,350,1404
id_nw02fw99a0.jpg,Trophozoite,1.0,264,1381,299,1416
id_d4uyi0o21d.jpg,WBC,1.0,2706,1427,2875,1617
id_epdgxdr9xf.jpg,Trophozoite,1.0,91,1073,127,1099
id_a79vcelxje.jpg,WBC,1.0,282,777,354,845
id_tkqnlwx1y5.jpg,WBC,1.0,180,1735,251,1794
id_7tgo99b7gy.jpg,Trophozoite,1.0,4,441,30,467
